[0, 100] Train Error: 0.0192 | Train Perf: -0.0093 | Eval Error: 0.0134 | Eval Perf: 0.2354
[1, 100] Train Error: 0.0133 | Train Perf: 0.3718 | Eval Error: 0.0128 | Eval Perf: 0.3828
[2, 100] Train Error: 0.0128 | Train Perf: 0.5111 | Eval Error: 0.0124 | Eval Perf: 0.4537
[3, 100] Train Error: 0.0122 | Train Perf: 0.5754 | Eval Error: 0.0119 | Eval Perf: 0.4898
[4, 100] Train Error: 0.0115 | Train Perf: 0.6054 | Eval Error: 0.0114 | Eval Perf: 0.5111
[5, 100] Train Error: 0.0109 | Train Perf: 0.6169 | Eval Error: 0.011 | Eval Perf: 0.5279
[6, 100] Train Error: 0.0104 | Train Perf: 0.6365 | Eval Error: 0.0106 | Eval Perf: 0.5388
[7, 100] Train Error: 0.0098 | Train Perf: 0.6467 | Eval Error: 0.0102 | Eval Perf: 0.5495
[8, 100] Train Error: 0.0094 | Train Perf: 0.6565 | Eval Error: 0.0099 | Eval Perf: 0.5614
[9, 100] Train Error: 0.0089 | Train Perf: 0.6696 | Eval Error: 0.0096 | Eval Perf: 0.5701
[10, 100] Train Error: 0.0085 | Train Perf: 0.6816 | Eval Error: 0.0094 | Eval Perf: 0.5789
[11, 100] Train Error: 0.0081 | Train Perf: 0.6921 | Eval Error: 0.0092 | Eval Perf: 0.5889
[12, 100] Train Error: 0.0078 | Train Perf: 0.7065 | Eval Error: 0.009 | Eval Perf: 0.5954
[13, 100] Train Error: 0.0075 | Train Perf: 0.7154 | Eval Error: 0.0088 | Eval Perf: 0.6043
[14, 100] Train Error: 0.0072 | Train Perf: 0.7269 | Eval Error: 0.0086 | Eval Perf: 0.6116
[15, 100] Train Error: 0.0069 | Train Perf: 0.7363 | Eval Error: 0.0085 | Eval Perf: 0.6195
[16, 100] Train Error: 0.0066 | Train Perf: 0.7463 | Eval Error: 0.0084 | Eval Perf: 0.6259
[17, 100] Train Error: 0.0064 | Train Perf: 0.7562 | Eval Error: 0.0082 | Eval Perf: 0.6314
[18, 100] Train Error: 0.0062 | Train Perf: 0.7636 | Eval Error: 0.0081 | Eval Perf: 0.6369
