[0, 100] Train Error: 0.0192 | Train Perf: -0.014 | Eval Error: 0.0135 | Eval Perf: 0.374
[1, 100] Train Error: 0.0133 | Train Perf: 0.3409 | Eval Error: 0.013 | Eval Perf: 0.5253
[2, 100] Train Error: 0.0128 | Train Perf: 0.4796 | Eval Error: 0.0125 | Eval Perf: 0.5822
[3, 100] Train Error: 0.0122 | Train Perf: 0.5434 | Eval Error: 0.012 | Eval Perf: 0.6014
[4, 100] Train Error: 0.0117 | Train Perf: 0.5739 | Eval Error: 0.0114 | Eval Perf: 0.6088
[5, 100] Train Error: 0.0111 | Train Perf: 0.5894 | Eval Error: 0.0109 | Eval Perf: 0.6184
[6, 100] Train Error: 0.0106 | Train Perf: 0.6071 | Eval Error: 0.0105 | Eval Perf: 0.6199
[7, 100] Train Error: 0.0101 | Train Perf: 0.6197 | Eval Error: 0.01 | Eval Perf: 0.6259
[8, 100] Train Error: 0.0096 | Train Perf: 0.6273 | Eval Error: 0.0096 | Eval Perf: 0.6386
[9, 100] Train Error: 0.0093 | Train Perf: 0.642 | Eval Error: 0.0093 | Eval Perf: 0.6429
[10, 100] Train Error: 0.0089 | Train Perf: 0.6524 | Eval Error: 0.009 | Eval Perf: 0.6501
[11, 100] Train Error: 0.0086 | Train Perf: 0.6627 | Eval Error: 0.0087 | Eval Perf: 0.6618
[12, 100] Train Error: 0.0083 | Train Perf: 0.6759 | Eval Error: 0.0084 | Eval Perf: 0.6674
[13, 100] Train Error: 0.008 | Train Perf: 0.6847 | Eval Error: 0.0081 | Eval Perf: 0.6807
[14, 100] Train Error: 0.0077 | Train Perf: 0.6967 | Eval Error: 0.0079 | Eval Perf: 0.6872
[15, 100] Train Error: 0.0074 | Train Perf: 0.7058 | Eval Error: 0.0076 | Eval Perf: 0.6978
[16, 100] Train Error: 0.0072 | Train Perf: 0.7157 | Eval Error: 0.0074 | Eval Perf: 0.7054
[17, 100] Train Error: 0.007 | Train Perf: 0.7246 | Eval Error: 0.0072 | Eval Perf: 0.7133
[18, 100] Train Error: 0.0068 | Train Perf: 0.7336 | Eval Error: 0.007 | Eval Perf: 0.719
[19, 100] Train Error: 0.0066 | Train Perf: 0.7445 | Eval Error: 0.0069 | Eval Perf: 0.7206
[20, 100] Train Error: 0.0064 | Train Perf: 0.7479 | Eval Error: 0.0067 | Eval Perf: 0.7316
[21, 100] Train Error: 0.0062 | Train Perf: 0.759 | Eval Error: 0.0066 | Eval Perf: 0.7334
[22, 100] Train Error: 0.006 | Train Perf: 0.762 | Eval Error: 0.0064 | Eval Perf: 0.7425
[23, 100] Train Error: 0.0059 | Train Perf: 0.7695 | Eval Error: 0.0063 | Eval Perf: 0.7487
[24, 100] Train Error: 0.0057 | Train Perf: 0.7768 | Eval Error: 0.0062 | Eval Perf: 0.7529
[25, 100] Train Error: 0.0056 | Train Perf: 0.7808 | Eval Error: 0.006 | Eval Perf: 0.7609
[26, 100] Train Error: 0.0055 | Train Perf: 0.7877 | Eval Error: 0.0059 | Eval Perf: 0.7655
[27, 100] Train Error: 0.0053 | Train Perf: 0.7925 | Eval Error: 0.0058 | Eval Perf: 0.7707
[28, 100] Train Error: 0.0052 | Train Perf: 0.7971 | Eval Error: 0.0057 | Eval Perf: 0.7767
[29, 100] Train Error: 0.0051 | Train Perf: 0.8046 | Eval Error: 0.0056 | Eval Perf: 0.7748
[30, 100] Train Error: 0.005 | Train Perf: 0.8059 | Eval Error: 0.0056 | Eval Perf: 0.7786
[31, 100] Train Error: 0.0049 | Train Perf: 0.8101 | Eval Error: 0.0055 | Eval Perf: 0.7839
[32, 100] Train Error: 0.0048 | Train Perf: 0.8158 | Eval Error: 0.0054 | Eval Perf: 0.7835
[33, 100] Train Error: 0.0047 | Train Perf: 0.8215 | Eval Error: 0.0055 | Eval Perf: 0.7826
[34, 100] Train Error: 0.0046 | Train Perf: 0.8202 | Eval Error: 0.0053 | Eval Perf: 0.7939
[35, 100] Train Error: 0.0045 | Train Perf: 0.826 | Eval Error: 0.0052 | Eval Perf: 0.7997
[36, 100] Train Error: 0.0045 | Train Perf: 0.8301 | Eval Error: 0.0051 | Eval Perf: 0.7993
[37, 100] Train Error: 0.0044 | Train Perf: 0.8331 | Eval Error: 0.0051 | Eval Perf: 0.8044
[38, 100] Train Error: 0.0043 | Train Perf: 0.8377 | Eval Error: 0.005 | Eval Perf: 0.8012
[39, 100] Train Error: 0.0042 | Train Perf: 0.8381 | Eval Error: 0.0049 | Eval Perf: 0.8064
[40, 100] Train Error: 0.0041 | Train Perf: 0.8429 | Eval Error: 0.0049 | Eval Perf: 0.8054
[41, 100] Train Error: 0.0041 | Train Perf: 0.8439 | Eval Error: 0.0049 | Eval Perf: 0.809
[42, 100] Train Error: 0.004 | Train Perf: 0.8479 | Eval Error: 0.0048 | Eval Perf: 0.8098
[43, 100] Train Error: 0.004 | Train Perf: 0.8491 | Eval Error: 0.0047 | Eval Perf: 0.8142
[44, 100] Train Error: 0.0039 | Train Perf: 0.8522 | Eval Error: 0.0047 | Eval Perf: 0.8138
[45, 100] Train Error: 0.0039 | Train Perf: 0.8539 | Eval Error: 0.0047 | Eval Perf: 0.8165
[46, 100] Train Error: 0.0038 | Train Perf: 0.8557 | Eval Error: 0.0046 | Eval Perf: 0.82
[47, 100] Train Error: 0.0037 | Train Perf: 0.8579 | Eval Error: 0.0046 | Eval Perf: 0.823
[48, 100] Train Error: 0.0037 | Train Perf: 0.8609 | Eval Error: 0.0046 | Eval Perf: 0.8223
[49, 100] Train Error: 0.0036 | Train Perf: 0.8621 | Eval Error: 0.0045 | Eval Perf: 0.8264
[50, 100] Train Error: 0.0036 | Train Perf: 0.8643 | Eval Error: 0.0044 | Eval Perf: 0.8277
[51, 100] Train Error: 0.0035 | Train Perf: 0.8672 | Eval Error: 0.0045 | Eval Perf: 0.8248
[52, 100] Train Error: 0.0035 | Train Perf: 0.8669 | Eval Error: 0.0044 | Eval Perf: 0.8286
[53, 100] Train Error: 0.0035 | Train Perf: 0.8698 | Eval Error: 0.0044 | Eval Perf: 0.8284
[54, 100] Train Error: 0.0034 | Train Perf: 0.8708 | Eval Error: 0.0043 | Eval Perf: 0.8335
[55, 100] Train Error: 0.0034 | Train Perf: 0.873 | Eval Error: 0.0044 | Eval Perf: 0.8308
[56, 100] Train Error: 0.0033 | Train Perf: 0.8751 | Eval Error: 0.0044 | Eval Perf: 0.8301
[57, 100] Train Error: 0.0033 | Train Perf: 0.8751 | Eval Error: 0.0043 | Eval Perf: 0.8326
[58, 100] Train Error: 0.0033 | Train Perf: 0.8774 | Eval Error: 0.0043 | Eval Perf: 0.8335
[59, 100] Train Error: 0.0032 | Train Perf: 0.8781 | Eval Error: 0.0042 | Eval Perf: 0.8377
[60, 100] Train Error: 0.0032 | Train Perf: 0.8804 | Eval Error: 0.0042 | Eval Perf: 0.836
[61, 100] Train Error: 0.0032 | Train Perf: 0.8816 | Eval Error: 0.0042 | Eval Perf: 0.836
[62, 100] Train Error: 0.0031 | Train Perf: 0.8841 | Eval Error: 0.0043 | Eval Perf: 0.8326
[63, 100] Train Error: 0.0031 | Train Perf: 0.8822 | Eval Error: 0.0042 | Eval Perf: 0.8388
[64, 100] Train Error: 0.0031 | Train Perf: 0.886 | Eval Error: 0.0043 | Eval Perf: 0.8355
[65, 100] Train Error: 0.0031 | Train Perf: 0.8853 | Eval Error: 0.0042 | Eval Perf: 0.8389
[66, 100] Train Error: 0.003 | Train Perf: 0.8867 | Eval Error: 0.0041 | Eval Perf: 0.8407
[67, 100] Train Error: 0.003 | Train Perf: 0.8881 | Eval Error: 0.0041 | Eval Perf: 0.8399
[68, 100] Train Error: 0.003 | Train Perf: 0.889 | Eval Error: 0.0041 | Eval Perf: 0.841
[69, 100] Train Error: 0.0029 | Train Perf: 0.8907 | Eval Error: 0.0041 | Eval Perf: 0.8399
[70, 100] Train Error: 0.0029 | Train Perf: 0.891 | Eval Error: 0.0041 | Eval Perf: 0.8413
[71, 100] Train Error: 0.0029 | Train Perf: 0.8925 | Eval Error: 0.0041 | Eval Perf: 0.8412
[72, 100] Train Error: 0.0029 | Train Perf: 0.8934 | Eval Error: 0.0041 | Eval Perf: 0.8412
[73, 100] Train Error: 0.0028 | Train Perf: 0.8939 | Eval Error: 0.0041 | Eval Perf: 0.8421
[74, 100] Train Error: 0.0028 | Train Perf: 0.8954 | Eval Error: 0.0041 | Eval Perf: 0.8419
[75, 100] Train Error: 0.0028 | Train Perf: 0.896 | Eval Error: 0.0041 | Eval Perf: 0.8423
[76, 100] Train Error: 0.0028 | Train Perf: 0.8966 | Eval Error: 0.0041 | Eval Perf: 0.843
[77, 100] Train Error: 0.0027 | Train Perf: 0.8974 | Eval Error: 0.004 | Eval Perf: 0.8441
[78, 100] Train Error: 0.0027 | Train Perf: 0.8998 | Eval Error: 0.0041 | Eval Perf: 0.8427
[79, 100] Train Error: 0.0027 | Train Perf: 0.8988 | Eval Error: 0.004 | Eval Perf: 0.8466
[80, 100] Train Error: 0.0027 | Train Perf: 0.9001 | Eval Error: 0.004 | Eval Perf: 0.846
[81, 100] Train Error: 0.0027 | Train Perf: 0.9014 | Eval Error: 0.004 | Eval Perf: 0.8445
[82, 100] Train Error: 0.0026 | Train Perf: 0.9016 | Eval Error: 0.004 | Eval Perf: 0.8455
[83, 100] Train Error: 0.0026 | Train Perf: 0.9025 | Eval Error: 0.0041 | Eval Perf: 0.845
[84, 100] Train Error: 0.0026 | Train Perf: 0.903 | Eval Error: 0.004 | Eval Perf: 0.8472
[85, 100] Train Error: 0.0026 | Train Perf: 0.9038 | Eval Error: 0.004 | Eval Perf: 0.8476
[86, 100] Train Error: 0.0026 | Train Perf: 0.9044 | Eval Error: 0.004 | Eval Perf: 0.8478
[87, 100] Train Error: 0.0025 | Train Perf: 0.9055 | Eval Error: 0.004 | Eval Perf: 0.8473
[88, 100] Train Error: 0.0025 | Train Perf: 0.9056 | Eval Error: 0.0039 | Eval Perf: 0.849
[89, 100] Train Error: 0.0025 | Train Perf: 0.9066 | Eval Error: 0.0039 | Eval Perf: 0.8504
[90, 100] Train Error: 0.0025 | Train Perf: 0.9077 | Eval Error: 0.004 | Eval Perf: 0.8476
[91, 100] Train Error: 0.0025 | Train Perf: 0.9076 | Eval Error: 0.0039 | Eval Perf: 0.8494
[92, 100] Train Error: 0.0025 | Train Perf: 0.9086 | Eval Error: 0.004 | Eval Perf: 0.8487
[93, 100] Train Error: 0.0025 | Train Perf: 0.9089 | Eval Error: 0.004 | Eval Perf: 0.8488
[94, 100] Train Error: 0.0024 | Train Perf: 0.9097 | Eval Error: 0.0039 | Eval Perf: 0.8518
[95, 100] Train Error: 0.0024 | Train Perf: 0.9103 | Eval Error: 0.0039 | Eval Perf: 0.8498
[96, 100] Train Error: 0.0024 | Train Perf: 0.9105 | Eval Error: 0.0039 | Eval Perf: 0.8506
[97, 100] Train Error: 0.0024 | Train Perf: 0.9113 | Eval Error: 0.0039 | Eval Perf: 0.8508
[98, 100] Train Error: 0.0024 | Train Perf: 0.9131 | Eval Error: 0.004 | Eval Perf: 0.8477
[99, 100] Train Error: 0.0024 | Train Perf: 0.9117 | Eval Error: 0.0039 | Eval Perf: 0.8499
